Downloaded from wid.world on 03-12-2023 at 07:38:32
Percentile;Year;"sptinc_z_QM
Pre-tax national income 
Top 10% | share
Eastern Europe";"sptinc_z_QT
Pre-tax national income 
Top 10% | share
South Africa";"sptinc_z_QF
Pre-tax national income 
Top 10% | share
Oceania";"sptinc_z_QY
Pre-tax national income 
Top 10% | share
European Union";"sptinc_z_XL
Pre-tax national income 
Top 10% | share
Latin America";"sptinc_z_QX
Pre-tax national income 
Top 10% | share
Western Europe";"sptinc_z_QK
Pre-tax national income 
Top 10% | share
East Africa";"sptinc_z_QB
Pre-tax national income 
Top 10% | share
Africa";"sptinc_z_QD
Pre-tax national income 
Top 10% | share
Asia";"sptinc_z_OA
Pre-tax national income 
Top 10% | share
Other Russia & Central Asia";"sptinc_z_XN
Pre-tax national income 
Top 10% | share
MENA";"sptinc_z_QL
Pre-tax national income 
Top 10% | share
East Asia";"sptinc_z_QW
Pre-tax national income 
Top 10% | share
West Asia";"sptinc_z_QN
Pre-tax national income 
Top 10% | share
Middle Africa";"sptinc_z_QS
Pre-tax national income 
Top 10% | share
South-East Asia";"sptinc_z_XA
Pre-tax national income 
Top 10% | share
Asia (excl. Middle East)";"sptinc_z_XR
Pre-tax national income 
Top 10% | share
Russia & Central Asia";"sptinc_z_OI
Pre-tax national income 
Top 10% | share
Other South & South-East Asia";"sptinc_z_QV
Pre-tax national income 
Top 10% | share
West Africa";"sptinc_z_QO
Pre-tax national income 
Top 10% | share
North Africa";"sptinc_z_QE
Pre-tax national income 
Top 10% | share
Europe";"sptinc_z_XB
Pre-tax national income 
Top 10% | share
North America & Oceania";"sptinc_z_QJ
Pre-tax national income 
Top 10% | share
Central Asia";"sptinc_z_XM
Pre-tax national income 
Top 10% | share
Middle East";"sptinc_z_XS
Pre-tax national income 
Top 10% | share
South & South-East Asia";"sptinc_z_XF
Pre-tax national income 
Top 10% | share
Sub-Saharan Africa";"sptinc_z_OH
Pre-tax national income 
Top 10% | share
Other North America & Oceania";"sptinc_z_OJ
Pre-tax national income 
Top 10% | share
Other Sub-Saharan Africa";"sptinc_z_WO
Pre-tax national income 
Top 10% | share
World";"sptinc_z_QP
Pre-tax national income 
Top 10% | share
North America";"sptinc_z_OC
Pre-tax national income 
Top 10% | share
Other Western Europe";"sptinc_z_QU
Pre-tax national income 
Top 10% | share
South Asia";"sptinc_z_OD
Pre-tax national income 
Top 10% | share
Other Latin America";"sptinc_z_OB
Pre-tax national income 
Top 10% | share
Other East Asia";"sptinc_z_OE
Pre-tax national income 
Top 10% | share
Other MENA"
p90p100;2022;0.3571;0.6536;0.3753;0.3551;0.5789;0.3514;0.5304;0.5466;0.511;0.4468;0.57;0.4474;0.5622;0.5947;0.4955;0.5003;0.4985;0.5257;0.4743;0.4827;0.3565;0.4556;0.4708;0.5738;0.5361;0.5569;;0.5188;0.5254;0.4556;0.3479;0.544;;0.4055;0.6173
